"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.setting","Input.behavior","Answer.commentbox","Answer.expected_always.on","Answer.expected_category1","Answer.expected_category2","Answer.expected_category3","Answer.expected_category4","Answer.expected_category5","Answer.expected_category6","Answer.expected_category7","Answer.expected_never.on","Answer.expected_relation1","Answer.expected_relation2","Answer.expected_relation3","Answer.expected_relation4","Answer.expected_relation5","Answer.expected_relation6","Answer.expected_relation7","Answer.expected_type1","Answer.expected_type2","Answer.expected_type3","Answer.expected_type4","Answer.expected_type5","Answer.expected_type6","Answer.expected_type7","Answer.expected_value1","Answer.expected_value2","Answer.expected_value3","Answer.expected_value4","Answer.expected_value5","Answer.expected_value6","Answer.expected_value7","Answer.normal_always.on","Answer.normal_category1","Answer.normal_category2","Answer.normal_category3","Answer.normal_category4","Answer.normal_category5","Answer.normal_category6","Answer.normal_never.on","Answer.normal_relation1","Answer.normal_relation2","Answer.normal_relation3","Answer.normal_relation4","Answer.normal_relation5","Answer.normal_relation6","Answer.normal_type1","Answer.normal_type2","Answer.normal_type3","Answer.normal_type4","Answer.normal_type5","Answer.normal_type6","Answer.normal_value1","Answer.normal_value2","Answer.normal_value3","Answer.normal_value4","Answer.normal_value5","Answer.normal_value6","Answer.taboo_always.on","Answer.taboo_category1","Answer.taboo_category2","Answer.taboo_category3","Answer.taboo_category4","Answer.taboo_category5","Answer.taboo_never.on","Answer.taboo_relation1","Answer.taboo_relation2","Answer.taboo_relation3","Answer.taboo_relation4","Answer.taboo_relation5","Answer.taboo_type1","Answer.taboo_type2","Answer.taboo_type3","Answer.taboo_type4","Answer.taboo_type5","Answer.taboo_value1","Answer.taboo_value2","Answer.taboo_value3","Answer.taboo_value4","Answer.taboo_value5","Approve","Reject"
"31MBOZ6PAPQTUEV9NJZR6E3VH8VCLD","3DQQATL6OUD8Z1J63T1DFGS1WPZ4IA","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms on certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.10","Mon Jun 13 08:32:18 PDT 2022","3","BatchId:4759898;OriginalHitTemplateId:928390828;","21600","604800","Wed Jun 15 10:38:39 PDT 2022","","","31JLPPHS2WTGAJ0GXK9KTCZO5NGO32","A20DUVEOH6A7KW","Approved","Tue Jun 14 05:47:00 PDT 2022","Tue Jun 14 05:51:32 PDT 2022","Tue Jun 21 05:51:32 PDT 2022","Tue Jun 14 16:15:29 PDT 2022","","","272","100% (3578/3580)","94% (16/17)","100% (1/1)","altar","text your friends","","false","some OTHER PERSON's role","","","","","","","true","is","","","","","","","altar role","","","","","","","priest","","","","","","","false","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","true","is","","","","","","children","","","","","","young children","","","","","","true","some OTHER PERSON's role","","","","","false","is","","","","","altar role","","","","","altar servant","","","",""
"31MBOZ6PAPQTUEV9NJZR6E3VH8VCLD","3DQQATL6OUD8Z1J63T1DFGS1WPZ4IA","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms on certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.10","Mon Jun 13 08:32:18 PDT 2022","3","BatchId:4759898;OriginalHitTemplateId:928390828;","21600","604800","Wed Jun 15 10:38:39 PDT 2022","","","3ZAZR5XV03HGMNA6SMV22DAMV2RZC4","A2UINTUVLZVR4V","Approved","Mon Jun 13 18:43:01 PDT 2022","Mon Jun 13 18:43:40 PDT 2022","Mon Jun 20 18:43:40 PDT 2022","Tue Jun 14 16:15:29 PDT 2022","","","39","100% (5/5)","100% (5/5)","0% (0/0)","altar","text your friends","","false","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","true","","","","","","","","","","","","","","","","","","","true","","","","","","false","","","","","","","","","","","","","","",""
"3PN6H8C9R5PM3NAJQO5CH6528W8ADT","3DQQATL6OUD8Z1J63T1DFGS1WPZ4IA","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms on certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.10","Mon Jun 13 08:32:18 PDT 2022","3","BatchId:4759898;OriginalHitTemplateId:928390828;","21600","604800","Sun Jul 03 08:32:18 PDT 2022","","","3LYA37P8ISM2NNJEELWX4EGR94UKB4","A2RBF3IIJP15IH","Approved","Mon Jun 13 08:32:29 PDT 2022","Mon Jun 13 08:44:39 PDT 2022","Mon Jun 20 08:44:39 PDT 2022","Mon Jun 13 08:51:55 PDT 2022","","","730","100% (4/4)","100% (4/4)","0% (0/0)","airplane cabin","wear a t-shirt with a political message","","false","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","false","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","false","is","","","","","","job","","","","","","activist","","","","","","false","the PERSON PERFORMING BEHAVIOR's role","the PERSON PERFORMING BEHAVIOR's role","the PERSON PERFORMING BEHAVIOR's role","the PERSON PERFORMING BEHAVIOR's role","the PERSON PERFORMING BEHAVIOR's role","false","is","is","is","is","is","airplane cabin role","airplane cabin role","airplane cabin role","airplane cabin role","airplane cabin role","flight attendant","air marshal","co-pilot","navigator","pilot"
"3PN6H8C9R5PM3NAJQO5CH6528W8ADT","3DQQATL6OUD8Z1J63T1DFGS1WPZ4IA","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms on certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.10","Mon Jun 13 08:32:18 PDT 2022","3","BatchId:4759898;OriginalHitTemplateId:928390828;","21600","604800","Sun Jul 03 08:32:18 PDT 2022","","","3OXV7EAXLGPQLDUCXONQCCDXKH3630","A3UNWZFT520RJD","Approved","Mon Jun 13 08:52:32 PDT 2022","Mon Jun 13 08:59:55 PDT 2022","Mon Jun 20 08:59:55 PDT 2022","Wed Jun 15 10:01:27 PDT 2022","","","443","100% (1/1)","100% (1/1)","0% (0/0)","airplane cabin","wear a t-shirt with a political message","","false","the PERSON PERFORMING BEHAVIOR's role","","","","","","","true","is","","","","","","","airport role","","","","","","","airplane pilot","","","","","","","false","the PERSON PERFORMING BEHAVIOR's role","","","","","","true","is","","","","","","airplane role","","","","","","flight attendant","","","","","","false","the PERSON PERFORMING BEHAVIOR's role","","","","","true","is","","","","","airplane cabin role","","","","","passenger","","","",""
"3PN6H8C9R5PM3NAJQO5CH6528W8ADT","3DQQATL6OUD8Z1J63T1DFGS1WPZ4IA","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms on certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.10","Mon Jun 13 08:32:18 PDT 2022","3","BatchId:4759898;OriginalHitTemplateId:928390828;","21600","604800","Sun Jul 03 08:32:18 PDT 2022","","","3D4CH1LGECSEX88YQAXMFGT8ENHG9U","AIIUR6K06BZDO","Approved","Mon Jun 13 08:57:41 PDT 2022","Mon Jun 13 09:02:55 PDT 2022","Mon Jun 20 09:02:55 PDT 2022","Wed Jun 15 10:02:40 PDT 2022","","","314","100% (7/7)","100% (7/7)","0% (0/0)","airplane cabin","wear a t-shirt with a political message","","false","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","false","the PERSON PERFORMING BEHAVIOR's role","the PERSON PERFORMING BEHAVIOR's role","the PERSON PERFORMING BEHAVIOR's role","the PERSON PERFORMING BEHAVIOR's role","","","false","is NOT","is NOT","is NOT","is NOT","","","airplane cabin role","airplane cabin role","airplane cabin role","airplane cabin role","","","co-pilot","flight attendant","navigator","pilot","","","false","the PERSON PERFORMING BEHAVIOR's role","the PERSON PERFORMING BEHAVIOR's role","","","","false","is NOT","is NOT","","","","airplane cabin role","airplane cabin role","","","","passenger","air marshal","","",""
"3D17ECOUOFUSR7VM1G67TWQNDPD310","3DQQATL6OUD8Z1J63T1DFGS1WPZ4IA","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms on certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.10","Mon Jun 13 08:32:18 PDT 2022","3","BatchId:4759898;OriginalHitTemplateId:928390828;","21600","604800","Sun Jul 03 08:32:18 PDT 2022","","","3RANCT1ZVHGGQJOQ8Z0ZA1PPBZ5UBW","A20DUVEOH6A7KW","Approved","Mon Jun 13 20:39:27 PDT 2022","Mon Jun 13 20:47:11 PDT 2022","Mon Jun 20 20:47:11 PDT 2022","Wed Jun 15 10:39:25 PDT 2022","","","464","100% (3578/3580)","94% (16/17)","100% (1/1)","amusement park","run","","true","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","","false","is","","","","","","","children","","","","","","","young children","","","","","","","false","the PERSON PERFORMING BEHAVIOR's role","the PERSON PERFORMING BEHAVIOR's attribute","","","","","true","is","is","","","","","amusement park role","disability","","","","","cashier","chronic pain","","","","","false","the PERSON PERFORMING BEHAVIOR's role","","","","","true","is","","","","","amusement park role","","","","","security","","","",""
"3D17ECOUOFUSR7VM1G67TWQNDPD310","3DQQATL6OUD8Z1J63T1DFGS1WPZ4IA","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms on certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.10","Mon Jun 13 08:32:18 PDT 2022","3","BatchId:4759898;OriginalHitTemplateId:928390828;","21600","604800","Sun Jul 03 08:32:18 PDT 2022","","","31IBVUNM9UY6GFP6IRW0PDIT440FVI","A3GTEGJU3HS88W","Approved","Mon Jun 13 20:04:22 PDT 2022","Mon Jun 13 23:57:17 PDT 2022","Mon Jun 20 23:57:17 PDT 2022","Wed Jun 15 10:08:26 PDT 2022","","","13975","100% (6/6)","100% (6/6)","100% (2/2)","amusement park","run","","false","the environment","the PERSON PERFORMING BEHAVIOR's role","","","","","","false","is","is","","","","","","noise","schedule status","","","","","","emergency alarm","running late","","","","","","false","the PERSON PERFORMING BEHAVIOR's role","","","","","","false","is","","","","","","status","","","","","","running a Disney marathon","","","","","","false","the person","the person","the person","","","false","is","is","is NOT","","","age range","abledness","abledness","","","over 65 years old","blind","normal","",""
"3D17ECOUOFUSR7VM1G67TWQNDPD310","3DQQATL6OUD8Z1J63T1DFGS1WPZ4IA","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms on certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.10","Mon Jun 13 08:32:18 PDT 2022","3","BatchId:4759898;OriginalHitTemplateId:928390828;","21600","604800","Sun Jul 03 08:32:18 PDT 2022","","","3S96KQ6I9O3U537LMQ1V0VRNV3CTD7","AIIUR6K06BZDO","Approved","Mon Jun 13 09:33:00 PDT 2022","Mon Jun 13 09:37:37 PDT 2022","Mon Jun 20 09:37:37 PDT 2022","Mon Jun 13 10:12:54 PDT 2022","","","277","100% (7/7)","100% (7/7)","0% (0/0)","amusement park","run","","false","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","false","is NOT","is NOT","is NOT","is NOT","is NOT","is NOT","is","age bracket","age bracket","age bracket","age bracket","age bracket","age bracket","(other) adjective","infant","toddler","young adult","middle-aged adult","older adult","senior citizen","excited","false","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","false","is NOT","is NOT","is NOT","is NOT","is NOT","is NOT","age bracket","age bracket","age bracket","age bracket","age bracket","age bracket","infant","toddler","young adult","middle-aged adult","older adult","senior citizen","false","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","","","false","is NOT","is NOT","is NOT","","","age bracket","age bracket","age bracket","","","preschooler","gradeschooler","teen","",""
"39KV3A5D196AMAV3GBOH2EPC8RC7ST","3DQQATL6OUD8Z1J63T1DFGS1WPZ4IA","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms on certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.10","Mon Jun 13 08:32:18 PDT 2022","3","BatchId:4759898;OriginalHitTemplateId:928390828;","21600","604800","Wed Jun 15 10:38:39 PDT 2022","","","3HWRJOOET71YI986TL7PW8DMT1EESL","A20DUVEOH6A7KW","Approved","Tue Jun 14 06:35:55 PDT 2022","Tue Jun 14 06:39:42 PDT 2022","Tue Jun 21 06:39:42 PDT 2022","Tue Jun 14 16:19:36 PDT 2022","","","227","100% (3578/3580)","94% (16/17)","100% (1/1)","airplane","drink a soda","","false","some OTHER PERSON's attribute","","","","","","","true","is","","","","","","","disability","","","","","","","diabetes","","","","","","","true","the PERSON PERFORMING BEHAVIOR's role","","","","","","false","is","","","","","","airplane role","","","","","","pilot","","","","","","false","the PERSON PERFORMING BEHAVIOR's attribute","","","","","true","is","","","","","age bracket","","","","","infant","","","",""
"39KV3A5D196AMAV3GBOH2EPC8RC7ST","3DQQATL6OUD8Z1J63T1DFGS1WPZ4IA","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms on certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.10","Mon Jun 13 08:32:18 PDT 2022","3","BatchId:4759898;OriginalHitTemplateId:928390828;","21600","604800","Wed Jun 15 10:38:39 PDT 2022","","","3LRKMWOKB7G3O5I4VT6WQ010JH62Z2","A249LDVPG27XCE","Approved","Tue Jun 14 21:53:26 PDT 2022","Tue Jun 14 22:13:19 PDT 2022","Tue Jun 21 22:13:19 PDT 2022","Wed Jun 15 10:22:44 PDT 2022","","","1193","100% (906/906)","100% (6/6)","100% (4/4)","airplane","drink a soda","","false","the PERSON PERFORMING BEHAVIOR's role","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","some OTHER PERSON's role","","","false","is","is NOT","is NOT","is NOT","is","","","airplane role","age bracket","age bracket","diet","airplane role","","","passenger","infant","adult","diabetic","flight attendant","","","false","the PERSON PERFORMING BEHAVIOR's role","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","some OTHER PERSON's role","","","false","is","is NOT","is NOT","is","","","airplane role","age bracket","diet","airplane role","","","passenger","infant","diabetic","flight attendant","","","false","the PERSON PERFORMING BEHAVIOR's role","","","","","false","is","","","","","airplane role","","","","","flight attendant","","","",""
