"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.setting","Input.behavior","Answer.commentbox","Answer.expected1_category1","Answer.expected1_category10","Answer.expected1_category2","Answer.expected1_category3","Answer.expected1_category4","Answer.expected1_category5","Answer.expected1_category6","Answer.expected1_category7","Answer.expected1_category8","Answer.expected1_category9","Answer.expected1_relation1","Answer.expected1_relation10","Answer.expected1_relation2","Answer.expected1_relation3","Answer.expected1_relation4","Answer.expected1_relation5","Answer.expected1_relation6","Answer.expected1_relation7","Answer.expected1_relation8","Answer.expected1_relation9","Answer.expected1_type1","Answer.expected1_type10","Answer.expected1_type2","Answer.expected1_type3","Answer.expected1_type4","Answer.expected1_type5","Answer.expected1_type6","Answer.expected1_type7","Answer.expected1_type8","Answer.expected1_type9","Answer.expected1_value1","Answer.expected1_value10","Answer.expected1_value2","Answer.expected1_value3","Answer.expected1_value4","Answer.expected1_value5","Answer.expected1_value6","Answer.expected1_value7","Answer.expected1_value8","Answer.expected1_value9","Answer.expected2_category1","Answer.expected2_category2","Answer.expected2_category3","Answer.expected2_category4","Answer.expected2_category5","Answer.expected2_category6","Answer.expected2_relation1","Answer.expected2_relation2","Answer.expected2_relation3","Answer.expected2_relation4","Answer.expected2_relation5","Answer.expected2_relation6","Answer.expected2_type1","Answer.expected2_type2","Answer.expected2_type3","Answer.expected2_type4","Answer.expected2_type5","Answer.expected2_type6","Answer.expected2_value1","Answer.expected2_value2","Answer.expected2_value3","Answer.expected2_value4","Answer.expected2_value5","Answer.expected2_value6","Answer.expected3_category1","Answer.expected3_category2","Answer.expected3_category3","Answer.expected3_relation1","Answer.expected3_relation2","Answer.expected3_relation3","Answer.expected3_type1","Answer.expected3_type2","Answer.expected3_type3","Answer.expected3_value1","Answer.expected3_value2","Answer.expected3_value3","Answer.expected4_category1","Answer.expected4_category2","Answer.expected4_category3","Answer.expected4_category4","Answer.expected4_category5","Answer.expected4_relation1","Answer.expected4_relation2","Answer.expected4_relation3","Answer.expected4_relation4","Answer.expected4_relation5","Answer.expected4_type1","Answer.expected4_type2","Answer.expected4_type3","Answer.expected4_type4","Answer.expected4_type5","Answer.expected4_value1","Answer.expected4_value2","Answer.expected4_value3","Answer.expected4_value4","Answer.expected4_value5","Answer.expected5_category1","Answer.expected5_category2","Answer.expected5_category3","Answer.expected5_relation1","Answer.expected5_relation2","Answer.expected5_relation3","Answer.expected5_type1","Answer.expected5_type2","Answer.expected5_type3","Answer.expected5_value1","Answer.expected5_value2","Answer.expected5_value3","Answer.expected_always.on","Answer.expected_never.on","Answer.normal1_category1","Answer.normal1_category2","Answer.normal1_category3","Answer.normal1_category4","Answer.normal1_category5","Answer.normal1_category6","Answer.normal1_category7","Answer.normal1_category8","Answer.normal1_category9","Answer.normal1_relation1","Answer.normal1_relation2","Answer.normal1_relation3","Answer.normal1_relation4","Answer.normal1_relation5","Answer.normal1_relation6","Answer.normal1_relation7","Answer.normal1_relation8","Answer.normal1_relation9","Answer.normal1_type1","Answer.normal1_type2","Answer.normal1_type3","Answer.normal1_type4","Answer.normal1_type5","Answer.normal1_type6","Answer.normal1_type7","Answer.normal1_type8","Answer.normal1_type9","Answer.normal1_value1","Answer.normal1_value2","Answer.normal1_value3","Answer.normal1_value4","Answer.normal1_value5","Answer.normal1_value6","Answer.normal1_value7","Answer.normal1_value8","Answer.normal1_value9","Answer.normal2_category1","Answer.normal2_relation1","Answer.normal2_type1","Answer.normal2_value1","Answer.normal3_category1","Answer.normal3_category2","Answer.normal3_category3","Answer.normal3_category4","Answer.normal3_category5","Answer.normal3_category6","Answer.normal3_category7","Answer.normal3_relation1","Answer.normal3_relation2","Answer.normal3_relation3","Answer.normal3_relation4","Answer.normal3_relation5","Answer.normal3_relation6","Answer.normal3_relation7","Answer.normal3_type1","Answer.normal3_type2","Answer.normal3_type3","Answer.normal3_type4","Answer.normal3_type5","Answer.normal3_type6","Answer.normal3_type7","Answer.normal3_value1","Answer.normal3_value2","Answer.normal3_value3","Answer.normal3_value4","Answer.normal3_value5","Answer.normal3_value6","Answer.normal3_value7","Answer.normal4_category1","Answer.normal4_relation1","Answer.normal4_type1","Answer.normal4_value1","Answer.normal5_category1","Answer.normal5_relation1","Answer.normal5_type1","Answer.normal5_value1","Answer.normal_always.on","Answer.normal_never.on","Answer.taboo1_category1","Answer.taboo1_category2","Answer.taboo1_category3","Answer.taboo1_category4","Answer.taboo1_category5","Answer.taboo1_category6","Answer.taboo1_category7","Answer.taboo1_category8","Answer.taboo1_category9","Answer.taboo1_relation1","Answer.taboo1_relation2","Answer.taboo1_relation3","Answer.taboo1_relation4","Answer.taboo1_relation5","Answer.taboo1_relation6","Answer.taboo1_relation7","Answer.taboo1_relation8","Answer.taboo1_relation9","Answer.taboo1_type1","Answer.taboo1_type2","Answer.taboo1_type3","Answer.taboo1_type4","Answer.taboo1_type5","Answer.taboo1_type6","Answer.taboo1_type7","Answer.taboo1_type8","Answer.taboo1_type9","Answer.taboo1_value1","Answer.taboo1_value2","Answer.taboo1_value3","Answer.taboo1_value4","Answer.taboo1_value5","Answer.taboo1_value6","Answer.taboo1_value7","Answer.taboo1_value8","Answer.taboo1_value9","Answer.taboo2_category1","Answer.taboo2_category2","Answer.taboo2_category3","Answer.taboo2_relation1","Answer.taboo2_relation2","Answer.taboo2_relation3","Answer.taboo2_type1","Answer.taboo2_type2","Answer.taboo2_type3","Answer.taboo2_value1","Answer.taboo2_value2","Answer.taboo2_value3","Answer.taboo3_category1","Answer.taboo3_category2","Answer.taboo3_category3","Answer.taboo3_relation1","Answer.taboo3_relation2","Answer.taboo3_relation3","Answer.taboo3_type1","Answer.taboo3_type2","Answer.taboo3_type3","Answer.taboo3_value1","Answer.taboo3_value2","Answer.taboo3_value3","Answer.taboo4_category1","Answer.taboo4_relation1","Answer.taboo4_type1","Answer.taboo4_value1","Answer.taboo5_category1","Answer.taboo5_relation1","Answer.taboo5_type1","Answer.taboo5_value1","Answer.taboo_always.on","Answer.taboo_never.on","Approve","Reject"
"3IVKZBIBJ187FZ1FTKATTRE6N1ZHSB","3PS3UFWQYM21Q709INJT9XXZEMHYRT","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Tue Jun 21 16:37:53 PDT 2022","1","BatchId:4765887;OriginalHitTemplateId:928390828;","21600","604800","Mon Jul 11 16:37:53 PDT 2022","","","33LK57MYLV4WT4Z2P8L2HIE4IBSSZJ","A3PUUVUDORJS8W","Approved","Wed Jun 22 15:11:00 PDT 2022","Wed Jun 22 15:13:41 PDT 2022","Wed Jun 29 15:13:41 PDT 2022","Fri Jun 24 11:08:24 PDT 2022","","","161","96% (27/28)","96% (27/28)","96% (27/28)","alcoholics ward","evaluate patients' progress","","the PERSON PERFORMING BEHAVIOR's role","","","","","","","","","","is","","","","","","","","","","alcoholics ward role","","","","","","","","","","alcoholism counselor","","","","","","","","","","the PERSON PERFORMING BEHAVIOR's role","","","","","","is","","","","","","alcoholics ward role","","","","","","doctor","","","","","","the PERSON PERFORMING BEHAVIOR's role","","","is","","","alcoholics ward role","","","psychiatrist","","","the PERSON PERFORMING BEHAVIOR's role","","","","","is","","","","","alcoholics ward role","","","","","psychologist","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's role","","","","","","","","","is","","","","","","","","","alcoholics ward role","","","","","","","","","social worker","","","","","","","","","the PERSON PERFORMING BEHAVIOR's role","is","alcoholics ward role","visiting family member","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR is also doing","","","","","","","","","is","","","","","","","","","alcoholics ward behavior","","","","","","","","","encourage patients to drink alcohol","","","","","","","","","the PERSON PERFORMING BEHAVIOR's role","","","is","","","alcoholics ward role","","","patient","","","the PERSON PERFORMING BEHAVIOR's attribute","","","is","","","condition or state","","","drunk","","","","","","","","","","","false","false"
"373L46LKP855IMJXCB4CEI3BJZQKJ2","3PS3UFWQYM21Q709INJT9XXZEMHYRT","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Tue Jun 21 16:37:54 PDT 2022","1","BatchId:4765887;OriginalHitTemplateId:928390828;","21600","604800","Mon Jul 11 16:37:54 PDT 2022","","","39N5ACM9HGMKAL1XTTN99P70GJ79P5","A3PUUVUDORJS8W","Approved","Tue Jun 21 20:54:43 PDT 2022","Tue Jun 21 21:01:04 PDT 2022","Tue Jun 28 21:01:04 PDT 2022","Fri Jun 24 11:10:52 PDT 2022","","","381","96% (27/28)","96% (27/28)","96% (27/28)","airplane","have a conversation","","the PERSON PERFORMING BEHAVIOR's role","","some OTHER PERSON's role","the PERSON PERFORMING BEHAVIOR is also doing","","","","","","","is","","is","is","","","","","","","airplane cabin role","","airplane cabin role","airplane cabin behavior","","","","","","","flight attendant","","passenger","force people to sit in their seats","","","","","","","the PERSON PERFORMING BEHAVIOR's role","some OTHER PERSON's role","","","","","is","is","","","","","airplane role","airplane role","","","","","pilot","air traffic controller","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's role","some OTHER PERSON's role","","","","","","","","is","is","","","","","","","","airplane cabin role","airplane cabin role","","","","","","","","passenger","passenger","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's role","some OTHER PERSON's role","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","some OTHER PERSON's attribute","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","","is","is","is","is","is","is","is","is","","airplane cabin role","airplane cabin role","age bracket","gender","age bracket","children","marriage","condition or state","","passenger","passenger","middle-aged adult","man","preschooler","has no children","single","focused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"36BTXXLZ2W7128D7ZOQ59S06WUU4RO","3PS3UFWQYM21Q709INJT9XXZEMHYRT","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Tue Jun 21 16:37:54 PDT 2022","2","BatchId:4765887;OriginalHitTemplateId:928390828;","21600","604800","Mon Jul 11 16:37:54 PDT 2022","","","3WZ36BJEV5F1Q6918UAP553NUAYBT2","A2J8XK991F3MS","Submitted","Sun Jun 26 23:38:16 PDT 2022","Sun Jun 26 23:38:52 PDT 2022","Sun Jul 03 23:38:52 PDT 2022","","","","36","0% (0/0)","0% (0/0)","0% (0/0)","apartment","have a loud party","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","true"
"36BTXXLZ2W7128D7ZOQ59S06WUU4RO","3PS3UFWQYM21Q709INJT9XXZEMHYRT","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Tue Jun 21 16:37:54 PDT 2022","2","BatchId:4765887;OriginalHitTemplateId:928390828;","21600","604800","Mon Jul 11 16:37:54 PDT 2022","","","33M4IA01QI0VNUZA91XCUNTXPO2XRP","A2UXY2HVV2O2G7","Rejected","Fri Jun 24 10:44:19 PDT 2022","Fri Jun 24 10:47:28 PDT 2022","Fri Jul 01 10:47:28 PDT 2022","","Sun Jun 26 22:28:39 PDT 2022","Please review the definition of ""expected"" -- it is not expected (obligatory) for an apartment renter to have a loud party in every circumstance ( we can't think of ANY where it is obligatory or expected )","189","69% (18/26)","69% (18/26)","69% (18/26)","apartment","have a loud party","","the PERSON PERFORMING BEHAVIOR's role","","","","","","","","","","is","","","","","","","","","","apartment role","","","","","","","","","","renter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's role","","","","","","","","","is","","","","","","","","","apartment role","","","","","","","","","renter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's role","","","","","","","","","is NOT","","","","","","","","","apartment role","","","","","","","","","renter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"3AXFSPQOYRXU20RJB0DFY5B6B39FJV","3PS3UFWQYM21Q709INJT9XXZEMHYRT","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Tue Jun 21 16:37:53 PDT 2022","1","BatchId:4765887;OriginalHitTemplateId:928390828;","21600","604800","Mon Jul 11 16:37:53 PDT 2022","","","3R0T90IZ1UBGV6F12U7DH6UGLLXGCF","A2OW2CIT4H7364","Approved","Thu Jun 23 05:10:42 PDT 2022","Thu Jun 23 10:54:20 PDT 2022","Thu Jun 30 10:54:20 PDT 2022","Fri Jun 24 10:09:29 PDT 2022","","","20618","79% (11/14)","79% (11/14)","79% (11/14)","airplane","make faces","","some OTHER PERSON's attribute","","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","","is","","is","is","","","","","","","age bracket","","age bracket","age bracket","","","","","","","toddler","","preschooler","gradeschooler","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","","","is","is","","","","","","","","age bracket","condition or state","","","","","","","","teen","bored","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's role","the PERSON PERFORMING BEHAVIOR's role","the PERSON PERFORMING BEHAVIOR's role","","","","","","","is","is","is","","","","","","","airplane role","airplane role","airplane role","","","","","","","co-pilot","pilot","navigator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"302OLP89D06CYV45QSA1X0NKO3NACZ","3PS3UFWQYM21Q709INJT9XXZEMHYRT","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Tue Jun 21 16:37:54 PDT 2022","1","BatchId:4765887;OriginalHitTemplateId:928390828;","21600","604800","Mon Jul 11 16:37:54 PDT 2022","","","3RANCT1ZVHGGQJOQ8Z0ZA1PPC02BUD","A3PUUVUDORJS8W","Approved","Tue Jun 21 20:53:02 PDT 2022","Tue Jun 21 20:54:38 PDT 2022","Tue Jun 28 20:54:38 PDT 2022","Fri Jun 24 11:10:52 PDT 2022","","","96","96% (27/28)","96% (27/28)","96% (27/28)","airplane","check the engine","","the PERSON PERFORMING BEHAVIOR's role","","","","","","","","","","Is","","","","","","","","","","airplane role","","","","","","","","","","flight engineer","","","","","","","","","","the PERSON PERFORMING BEHAVIOR's role","","","","","","is","","","","","","airplane role","","","","","","pilot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's role","","","","","","","","","is","","","","","","","","","airplane role","","","","","","","","","co-pilot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's role","","","","","","","","","is","","","","","","","","","airplane cabin role","","","","","","","","","passenger","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"3KI0JD2ZU2H5ZCX69YLE19TKR9676D","3PS3UFWQYM21Q709INJT9XXZEMHYRT","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Tue Jun 21 16:37:54 PDT 2022","1","BatchId:4765887;OriginalHitTemplateId:928390828;","21600","604800","Mon Jul 11 16:37:54 PDT 2022","","","3KV0LJBBH4KKTI06VUV3J6DZIKPMR1","A2UXY2HVV2O2G7","Approved","Fri Jun 24 11:34:22 PDT 2022","Fri Jun 24 11:35:35 PDT 2022","Fri Jul 01 11:35:35 PDT 2022","Sun Jun 26 22:33:29 PDT 2022","","","73","69% (18/26)","69% (18/26)","69% (18/26)","alcoholics ward","go for a swim","","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","","","","","is","","","","","","","","","","characteristic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false"
"334ZEL5JX7EH7GN2XX5JD0B7ZNDOS6","3PS3UFWQYM21Q709INJT9XXZEMHYRT","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Tue Jun 21 16:37:54 PDT 2022","1","BatchId:4765887;OriginalHitTemplateId:928390828;","21600","604800","Mon Jul 11 16:37:54 PDT 2022","","","32M8BPYGAVL78911U43ZS9SBYQHGIH","A2OW2CIT4H7364","Approved","Thu Jun 23 05:10:53 PDT 2022","Thu Jun 23 11:03:43 PDT 2022","Thu Jun 30 11:03:43 PDT 2022","Fri Jun 24 10:19:07 PDT 2022","","","21170","79% (11/14)","79% (11/14)","79% (11/14)","animal shelter","put a dog down","","the PERSON PERFORMING BEHAVIOR's role","","the PERSON PERFORMING BEHAVIOR's role","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","","is","","is","is","","","","","","","animal shelter role","","animal shelter role","condition or state","","","","","","","vet technician","","animal control officer","focused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's role","","","","","","","","","is","","","","","","","","","animal shelter role","","","","","","","","","animal shelter manager","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","","","is","is","is","is","is","is","is","","","age bracket","age bracket","age bracket","age bracket","condition or state","condition or state","condition or state","","","infant","toddler","preschooler","gradeschooler","asleep","dead","dozing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"367O8HRHKH7D3NDKEDQAZ252IWD4SC","3PS3UFWQYM21Q709INJT9XXZEMHYRT","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Tue Jun 21 16:37:54 PDT 2022","1","BatchId:4765887;OriginalHitTemplateId:928390828;","21600","604800","Mon Jul 11 16:37:54 PDT 2022","","","3XUHV3NRVMX9WH1X7Q2NO0079GIH5Q","A2UXY2HVV2O2G7","Approved","Fri Jun 24 13:24:26 PDT 2022","Fri Jun 24 13:26:25 PDT 2022","Fri Jul 01 13:26:25 PDT 2022","Sun Jun 26 22:33:29 PDT 2022","","","119","69% (18/26)","69% (18/26)","69% (18/26)","altar","praise god","","the PERSON PERFORMING BEHAVIOR's role","","","","","","","","","","is","","","","","","","","","","altar role","","","","","","","","","","priest","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's role","","","","","","","","","is","","","","","","","","","altar role","","","","","","","","","leader","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's role","","","","","","","","","is","","","","","","","","","altar role","","","","","","","","","greeter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"3EQVJH0T41K8UZEUIKFJ3WASPKDHT0","3PS3UFWQYM21Q709INJT9XXZEMHYRT","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Tue Jun 21 16:37:54 PDT 2022","1","BatchId:4765887;OriginalHitTemplateId:928390828;","21600","604800","Mon Jul 11 16:37:54 PDT 2022","","","32SVAV9L3H8R8F6FN142SHFJH8D3AO","A3PUUVUDORJS8W","Approved","Wed Jun 22 09:44:51 PDT 2022","Wed Jun 22 09:54:33 PDT 2022","Wed Jun 29 09:54:33 PDT 2022","Fri Jun 24 11:10:52 PDT 2022","","","582","96% (27/28)","96% (27/28)","96% (27/28)","airplane","have your wedding","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","true","the PERSON PERFORMING BEHAVIOR is also doing","the PERSON PERFORMING BEHAVIOR is also doing","the PERSON PERFORMING BEHAVIOR is also doing","the PERSON PERFORMING BEHAVIOR is also doing","the PERSON PERFORMING BEHAVIOR is also doing","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","the PERSON PERFORMING BEHAVIOR's attribute","is NOT","is NOT","is NOT","is NOT","is NOT","is NOT","is NOT","is NOT","is NOT","airplane behavior","airplane behavior","airplane behavior","airplane behavior","airplane behavior","age bracket","age bracket","age bracket","age bracket","fly the plane","bring a gun","check the fuel levels","get into a fist fight","monitor the instruments and help navigate the plane","infant","toddler","preschooler","gradeschooler","the environment","is","status of plane","on the ground","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR is also doing","","","","","","","","","is","","","","","","","","","airplane behavior","","","","","","","","","fly the plane","","","","","","","","","the PERSON PERFORMING BEHAVIOR's attribute","","","is","","","marriage","","","married","","","some OTHER PERSON's attribute","","","is","","","marriage","","","married","","","","","","","","","","","false","false"
