"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.setting","Input.behavior","Input.inv_frequency","Answer.commentbox","Answer.expected1_category1","Answer.expected1_category2","Answer.expected1_category3","Answer.expected1_category4","Answer.expected1_category5","Answer.expected1_category6","Answer.expected1_category7","Answer.expected1_relation1","Answer.expected1_relation2","Answer.expected1_relation3","Answer.expected1_relation4","Answer.expected1_relation5","Answer.expected1_relation6","Answer.expected1_relation7","Answer.expected1_type1","Answer.expected1_type2","Answer.expected1_type3","Answer.expected1_type4","Answer.expected1_type5","Answer.expected1_type6","Answer.expected1_type7","Answer.expected1_value1","Answer.expected1_value2","Answer.expected1_value3","Answer.expected1_value4","Answer.expected1_value5","Answer.expected1_value6","Answer.expected1_value7","Answer.expected2_category1","Answer.expected2_category2","Answer.expected2_category3","Answer.expected2_relation1","Answer.expected2_relation2","Answer.expected2_relation3","Answer.expected2_type1","Answer.expected2_type2","Answer.expected2_type3","Answer.expected2_value1","Answer.expected2_value2","Answer.expected2_value3","Answer.expected3_category1","Answer.expected3_category2","Answer.expected3_category3","Answer.expected3_relation1","Answer.expected3_relation2","Answer.expected3_relation3","Answer.expected3_type1","Answer.expected3_type2","Answer.expected3_type3","Answer.expected3_value1","Answer.expected3_value2","Answer.expected3_value3","Answer.expected4_category1","Answer.expected4_category2","Answer.expected4_relation1","Answer.expected4_relation2","Answer.expected4_type1","Answer.expected4_type2","Answer.expected4_value1","Answer.expected4_value2","Answer.expected5_category1","Answer.expected5_category2","Answer.expected5_relation1","Answer.expected5_relation2","Answer.expected5_type1","Answer.expected5_type2","Answer.expected5_value1","Answer.expected5_value2","Answer.expected_always.on","Answer.expected_never.on","Answer.normal1_category1","Answer.normal1_category10","Answer.normal1_category2","Answer.normal1_category3","Answer.normal1_category4","Answer.normal1_category5","Answer.normal1_category6","Answer.normal1_category7","Answer.normal1_category8","Answer.normal1_category9","Answer.normal1_relation1","Answer.normal1_relation10","Answer.normal1_relation2","Answer.normal1_relation3","Answer.normal1_relation4","Answer.normal1_relation5","Answer.normal1_relation6","Answer.normal1_relation7","Answer.normal1_relation8","Answer.normal1_relation9","Answer.normal1_type1","Answer.normal1_type10","Answer.normal1_type2","Answer.normal1_type3","Answer.normal1_type4","Answer.normal1_type5","Answer.normal1_type6","Answer.normal1_type7","Answer.normal1_type8","Answer.normal1_type9","Answer.normal1_value1","Answer.normal1_value10","Answer.normal1_value2","Answer.normal1_value3","Answer.normal1_value4","Answer.normal1_value5","Answer.normal1_value6","Answer.normal1_value7","Answer.normal1_value8","Answer.normal1_value9","Answer.normal2_category1","Answer.normal2_category2","Answer.normal2_category3","Answer.normal2_category4","Answer.normal2_relation1","Answer.normal2_relation2","Answer.normal2_relation3","Answer.normal2_relation4","Answer.normal2_type1","Answer.normal2_type2","Answer.normal2_type3","Answer.normal2_type4","Answer.normal2_value1","Answer.normal2_value2","Answer.normal2_value3","Answer.normal2_value4","Answer.normal3_category1","Answer.normal3_category2","Answer.normal3_category3","Answer.normal3_relation1","Answer.normal3_relation2","Answer.normal3_relation3","Answer.normal3_type1","Answer.normal3_type2","Answer.normal3_type3","Answer.normal3_value1","Answer.normal3_value2","Answer.normal3_value3","Answer.normal4_category1","Answer.normal4_category2","Answer.normal4_category3","Answer.normal4_relation1","Answer.normal4_relation2","Answer.normal4_relation3","Answer.normal4_type1","Answer.normal4_type2","Answer.normal4_type3","Answer.normal4_value1","Answer.normal4_value2","Answer.normal4_value3","Answer.normal5_category1","Answer.normal5_category2","Answer.normal5_relation1","Answer.normal5_relation2","Answer.normal5_type1","Answer.normal5_type2","Answer.normal5_value1","Answer.normal5_value2","Answer.normal_always.on","Answer.normal_never.on","Answer.taboo1_category1","Answer.taboo1_category2","Answer.taboo1_category3","Answer.taboo1_category4","Answer.taboo1_category5","Answer.taboo1_category6","Answer.taboo1_category7","Answer.taboo1_category8","Answer.taboo1_relation1","Answer.taboo1_relation2","Answer.taboo1_relation3","Answer.taboo1_relation4","Answer.taboo1_relation5","Answer.taboo1_relation6","Answer.taboo1_relation7","Answer.taboo1_relation8","Answer.taboo1_type1","Answer.taboo1_type2","Answer.taboo1_type3","Answer.taboo1_type4","Answer.taboo1_type5","Answer.taboo1_type6","Answer.taboo1_type7","Answer.taboo1_type8","Answer.taboo1_value1","Answer.taboo1_value2","Answer.taboo1_value3","Answer.taboo1_value4","Answer.taboo1_value5","Answer.taboo1_value6","Answer.taboo1_value7","Answer.taboo1_value8","Answer.taboo2_category1","Answer.taboo2_category2","Answer.taboo2_category3","Answer.taboo2_category4","Answer.taboo2_category5","Answer.taboo2_relation1","Answer.taboo2_relation2","Answer.taboo2_relation3","Answer.taboo2_relation4","Answer.taboo2_relation5","Answer.taboo2_type1","Answer.taboo2_type2","Answer.taboo2_type3","Answer.taboo2_type4","Answer.taboo2_type5","Answer.taboo2_value1","Answer.taboo2_value2","Answer.taboo2_value3","Answer.taboo2_value4","Answer.taboo2_value5","Answer.taboo3_category1","Answer.taboo3_category2","Answer.taboo3_category3","Answer.taboo3_relation1","Answer.taboo3_relation2","Answer.taboo3_relation3","Answer.taboo3_type1","Answer.taboo3_type2","Answer.taboo3_type3","Answer.taboo3_value1","Answer.taboo3_value2","Answer.taboo3_value3","Answer.taboo4_category1","Answer.taboo4_category2","Answer.taboo4_relation1","Answer.taboo4_relation2","Answer.taboo4_type1","Answer.taboo4_type2","Answer.taboo4_value1","Answer.taboo4_value2","Answer.taboo5_category1","Answer.taboo5_category2","Answer.taboo5_relation1","Answer.taboo5_relation2","Answer.taboo5_type1","Answer.taboo5_type2","Answer.taboo5_value1","Answer.taboo5_value2","Answer.taboo_always.on","Answer.taboo_never.on","Approve","Reject"
"3YGE63DIN9WPBGCSFHD9KOIA73GW02","3PS3UFWQYM21Q709INJT9XXZEMHYRT","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Tue Jun 28 09:59:33 PDT 2022","2","BatchId:4770452;OriginalHitTemplateId:928390828;","21600","604800","Mon Jul 18 09:59:33 PDT 2022","","","31IBVUNM9UY6GFP6IRW0PDIT697VFH","A1D9B5VQY1NWJS","Approved","Wed Jun 29 09:27:29 PDT 2022","Wed Jun 29 09:38:00 PDT 2022","Wed Jul 06 09:38:00 PDT 2022","Wed Jun 29 10:03:17 PDT 2022","","","631","8% (3/36)","8% (3/36)","0% (0/0)","balcony","go during a thunderstorm","1","","the PERSON PERFORMING BEHAVIOR's role","","","","","","","is NOT","","","","","","","airport role","","","","","","","airplane pilot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's role","","","","","","","","","","is","","","","","","","","","","airport terminal role","","","","","","","","","","air traffic controller","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","some OTHER PERSON's role","","","","","","","","is","","","","","","","","airport terminal role","","","","","","","","air traffic controller","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"3YGE63DIN9WPBGCSFHD9KOIA73GW02","3PS3UFWQYM21Q709INJT9XXZEMHYRT","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Tue Jun 28 09:59:33 PDT 2022","2","BatchId:4770452;OriginalHitTemplateId:928390828;","21600","604800","Mon Jul 18 09:59:33 PDT 2022","","","333U7HK6IBE0R0BGAWNRYP4EZ3HJDU","A3O98IWC1JJGE2","Rejected","Tue Jun 28 10:15:34 PDT 2022","Tue Jun 28 10:26:57 PDT 2022","Tue Jul 05 10:26:57 PDT 2022","","Tue Jun 28 14:11:58 PDT 2022","See previous messages","683","1% (1/150)","1% (1/150)","0% (0/0)","balcony","go during a thunderstorm","1","","the PERSON PERFORMING BEHAVIOR's role","","","","","","","is NOT","","","","","","","airplane role","","","","","","","air traffic controller","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","some OTHER PERSON's role","","","","","","","","","","is NOT","","","","","","","","","","airplane role","","","","","","","","","","co-pilot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","some OTHER PERSON's role","","","","","","","","is NOT","","","","","","","","airport terminal role","","","","","","","","air traffic controller","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"3MJ28H2Y1F7G1EPRL1SBKP1FL9SO53","3PS3UFWQYM21Q709INJT9XXZEMHYRT","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Tue Jun 28 09:59:34 PDT 2022","5","BatchId:4770452;OriginalHitTemplateId:928390828;","21600","604800","Mon Jul 18 09:59:34 PDT 2022","","","32UTUBMZ7IVG3YDQDPA46NR8SSRVBA","A16Z69UJWWYY2","Rejected","Sat Jul 02 03:42:43 PDT 2022","Sat Jul 02 03:43:33 PDT 2022","Sat Jul 09 03:43:33 PDT 2022","","Mon Jul 04 23:44:01 PDT 2022","bot behavior","50","0% (0/390)","0% (0/390)","0% (0/0)","beach","wear a sarong","0.5","","the PERSON PERFORMING BEHAVIOR's role","","","","","","","is NOT","","","","","","","beach role","","","","","","","beachgoer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","true"
"3MJ28H2Y1F7G1EPRL1SBKP1FL9SO53","3PS3UFWQYM21Q709INJT9XXZEMHYRT","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Tue Jun 28 09:59:34 PDT 2022","5","BatchId:4770452;OriginalHitTemplateId:928390828;","21600","604800","Mon Jul 18 09:59:34 PDT 2022","","","3SITXWYCNX887NILD4BMU8OT9QBBXG","A17NDI66GFWM7A","Rejected","Wed Jul 13 10:59:51 PDT 2022","Wed Jul 13 11:00:38 PDT 2022","Wed Jul 20 11:00:38 PDT 2022","","Wed Jul 13 11:28:29 PDT 2022","nonsensical answers","47","0% (0/30)","0% (0/30)","0% (0/30)","beach","wear a sarong","0.5","interesting task","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","","is","","","","","","","condition or state","","","","","","","bored","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","","","","","is","","","","","","","","","","condition or state","","","","","","","","","","blushing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","some OTHER PERSON's role","","","","","","","","is","","","","","","","","amusement park role","","","","","","","","retail worker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"3MJ28H2Y1F7G1EPRL1SBKP1FL9SO53","3PS3UFWQYM21Q709INJT9XXZEMHYRT","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Tue Jun 28 09:59:34 PDT 2022","5","BatchId:4770452;OriginalHitTemplateId:928390828;","21600","604800","Mon Jul 18 09:59:34 PDT 2022","","","3WOKGM4L73FKTR1JEXR1RE1H4H0O0P","AZ49C09FTRL48","Rejected","Wed Jun 29 15:04:54 PDT 2022","Wed Jun 29 15:05:47 PDT 2022","Wed Jul 06 15:05:47 PDT 2022","","Wed Jun 29 15:30:48 PDT 2022","Bot-behavior. Nonsensical annotations.","53","0% (0/30)","0% (0/30)","0% (0/0)","beach","wear a sarong","0.5","","the environment","","","","","","","is","","","","","","","time period","","","","","","","the early modern period (1400-1800 CE)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","","","","","is","","","","","","","","","","education","","","","","","","","","","graduate school","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's role","","","","","","","","is","","","","","","","","apartment role","","","","","","","","maintenance worker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"3MJ28H2Y1F7G1EPRL1SBKP1FL9SO53","3PS3UFWQYM21Q709INJT9XXZEMHYRT","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Tue Jun 28 09:59:34 PDT 2022","5","BatchId:4770452;OriginalHitTemplateId:928390828;","21600","604800","Mon Jul 18 09:59:34 PDT 2022","","","33F859I568CBLXI680T0RM0ZJR9HBQ","AZPNZ6ZXRDQ4A","Rejected","Tue Jun 28 10:53:36 PDT 2022","Tue Jun 28 11:12:45 PDT 2022","Tue Jul 05 11:12:45 PDT 2022","","Tue Jun 28 14:09:33 PDT 2022","See previous messages","1149","2% (6/338)","2% (6/338)","0% (0/0)","beach","wear a sarong","0.5","","some OTHER PERSON's role","","","","","","","is","","","","","","","airplane role","","","","","","","flight attendant","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","","","","","is","","","","","","","","","","condition or state","","","","","","","","","","asleep","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","","","is","","","","","","","","children","","","","","","","","has teenage children","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"3Q2T3FD0OO7PNWHBU2P5DOEQCDMM3W","3PS3UFWQYM21Q709INJT9XXZEMHYRT","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Tue Jun 28 09:59:42 PDT 2022","6","BatchId:4770452;OriginalHitTemplateId:928390828;","21600","604800","Mon Jul 18 09:59:42 PDT 2022","","","3UNH76FOCU4TQJCS9PNXR26WM8YYMC","A16Z69UJWWYY2","Rejected","Sat Jul 02 04:23:32 PDT 2022","Sat Jul 02 04:43:01 PDT 2022","Sat Jul 09 04:43:01 PDT 2022","","Mon Jul 04 23:44:33 PDT 2022","bot behavior","1169","0% (0/390)","0% (0/390)","0% (0/0)","canyon","use a compass to find your bearings","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","true","some OTHER PERSON's role","","","","","","","","is","","","","","","","","canyon role","","","","","","","","navigator","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false"
"3Q2T3FD0OO7PNWHBU2P5DOEQCDMM3W","3PS3UFWQYM21Q709INJT9XXZEMHYRT","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Tue Jun 28 09:59:42 PDT 2022","6","BatchId:4770452;OriginalHitTemplateId:928390828;","21600","604800","Mon Jul 18 09:59:42 PDT 2022","","","3EFE17QCRE4A2JZ8JMFVHBAZPOGSH7","A1CRULEYZGA7IC","Rejected","Wed Jul 13 11:12:25 PDT 2022","Wed Jul 13 11:13:37 PDT 2022","Wed Jul 20 11:13:37 PDT 2022","","Wed Jul 13 11:29:04 PDT 2022","nonsensical answers","72","0% (0/33)","0% (0/33)","0% (0/33)","canyon","use a compass to find your bearings","1","interesting task","the PERSON PERFORMING BEHAVIOR's role","","","","","","","is","","","","","","","airplane role","","","","","","","co-pilot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","some OTHER PERSON's role","","","","","","","","","","is","","","","","","","","","","airport terminal role","","","","","","","","","","air traffic controller","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","","","is","","","","","","","","characteristic","","","","","","","","barren","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"3Q2T3FD0OO7PNWHBU2P5DOEQCDMM3W","3PS3UFWQYM21Q709INJT9XXZEMHYRT","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Tue Jun 28 09:59:42 PDT 2022","6","BatchId:4770452;OriginalHitTemplateId:928390828;","21600","604800","Mon Jul 18 09:59:42 PDT 2022","","","3BXQMRHWK1XC9ASNZOQ8OH0JP4IUM8","A1D9B5VQY1NWJS","Rejected","Wed Jun 29 09:47:30 PDT 2022","Wed Jun 29 09:48:21 PDT 2022","Wed Jul 06 09:48:21 PDT 2022","","Wed Jun 29 13:53:24 PDT 2022","Nonsensical + bot-like behavior (rapid submission time, random and unrelated and internally inconsistent annotations, no email communication to respond to warnings within the span of work time as documented in submission times, etc.)","51","8% (3/36)","8% (3/36)","0% (0/0)","canyon","use a compass to find your bearings","1","","some OTHER PERSON's role","","","","","","","is NOT","","","","","","","border role","","","","","","","border patrol search, trauma, and rescue team","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's attribute","","","","","","","","","","is","","","","","","","","","","diet","","","","","","","","","","pollotarian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's role","","","","","","","","is","","","","","","","","bowling alley role","","","","","","","","air traffic controller","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
"3Q2T3FD0OO7PNWHBU2P5DOEQCDMM3W","3PS3UFWQYM21Q709INJT9XXZEMHYRT","Explaining Conditional Social Norms (Pays Much More in Bonuses!) (CONTENT WARNING: Worker discretion is advised)","You can help us explain how behavioral norms vary with certain cultural and social contexts.","norms, ethics, commonsense, situational, contextual, nlp, nlg, ai, reasoning, psychology","$0.15","Tue Jun 28 09:59:42 PDT 2022","6","BatchId:4770452;OriginalHitTemplateId:928390828;","21600","604800","Mon Jul 18 09:59:42 PDT 2022","","","3EKVH9QME030L4D83BHZZ8IXX1G2DT","A24OVLMBTKZPWN","Rejected","Wed Jun 29 15:25:47 PDT 2022","Wed Jun 29 15:26:58 PDT 2022","Wed Jul 06 15:26:58 PDT 2022","","Wed Jun 29 15:32:11 PDT 2022","bot behavior; nonsensical inputs","71","0% (0/8)","0% (0/8)","0% (0/0)","canyon","use a compass to find your bearings","1","","the PERSON PERFORMING BEHAVIOR's role","","","","","","","is","","","","","","","airplane role","","","","","","","co-pilot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's role","","","","","","","","","","is","","","","","","","","","","airport role","","","","","","","","","","air traffic controller","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","the PERSON PERFORMING BEHAVIOR's role","","","","","","","","is","","","","","","","","airport role","","","","","","","","airplane pilot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false"
